Unnamed: 0,Label,clean_text,String,encoded_label
883,Bullying,si monyet bangsat saya coba memang situ saja yang keganjenan sok polos babiiii,"Si monyet bangsat, gue kurang apa coba. Emng situ aja yg keganjenan sok polos babiiii",1.0
884,Bullying,habis beli monyet mukanya mantan kamu,"aku habis beli monyet, mukanya mirip mantan lu",1.0
885,Non-bullying,cinta monyet anak anak lucu konyol perasaan cintanya tulus pakai modus,"Cinta monyet waktu masih anak-anak itu lucu dan konyol, tapi perasaan cintanya tulus dan tidak pake modus.",0.0
886,Non-bullying,boneka monyet yang selalu menemani hari2ku,Boneka Monyet Kecil ini yg slalu menemani hari2ku,0.0
887,Non-bullying,sains yang hebat membantu anak2 bahwa usul manusia bukan dari keturunan monyet tetapi keagungan ciptaan tuhan,"Di tengah sains yg hebat, membantu mengingatkan anak2 kita, bhw asal usul manusia bkn dr keturunan monyet tp keagungan ciptaan TUHAN",0.0
888,Bullying,monyet bicara monyet ah kamu,monyet ngomong monyet ah lu,1.0
889,Bullying,diam monyet,diam monyet,1.0
890,Bullying,jadi nih orang keturunan monyet liat saja mukanya,"jd nih orang, keturunan monyet.. Liat aja mukanya",1.0
891,Non-bullying,kecuali manusia monyet mamalia buta warna,"Kecuali manusia dan monyet, semua mamalia buta warna",0.0
892,Non-bullying,cinta monyet suka2 nilai2 fisik yang disukai cinta hewan sesamanya cinta sejati cinta pada anaknya penuh kasih,"Cinta monyet rasa suka2 pada nilai2 fisik yg disukai, seperti cinta hewan pada sesamanya. Cinta sejati itu cinta ibu pd anaknya penuh kasih.",0.0
893,Bullying,ngarepin banjir tidak aktivitas egois sekali kaya monyet,"Ngarepin banjir supaya ngga ada aktifitas. egois banget, kaya monyet",1.0
894,Bullying,monyet kamu,monyet lu,1.0
895,Bullying,monyet memang terus nyerang nu banser ulama nu ajar memang,"monyet itu emang trus nyerang NU Banser dan Ulama NU ,semakin kurang ajar emang",1.0
896,Bullying,kamu monyet,KAN ELO MONYET,1.0
897,Bullying,ni monyet pakai dp kerja nya gibulin orang2,Ni monyet pake dp Tapi kerja nya gibulin Orang2,1.0
898,Non-bullying,monyet terbang angkasa albert ii terbang 83 mil ruang angkasa 14 juni 1949,Monyet pertama yang terbang ke luar angkasa adalah Albert II. Ia terbang 83 mil di ruang angkasa pada 14 Juni 1949.,0.0
899,Bullying,nunggu lebaran kamu lebaran monyet,"Nanti nunggu dulu lebaran lu, lebaran monyet",1.0
900,Bullying,tidak ngerti kenapa sih sekarang jadi musuhan gini padahal sering main sama2 karena beda manusia kamu monyet tetapi salahkah kita berteman,"Aku gak ngerti knp sih skrg kita jd musuhan gini?? pdhl dulu kita srg main sama2. Apa krn kita beda? memang aku manusia dan lu MONYET, tp salahkah kt berteman??",1.0
901,Bullying,pesanan coba belagak monyet,Pesanan apa? Coba jangan belagak monyet...,1.0
902,Non-bullying,ilmuwan as mempelajari otak seekor monyet mengontrol tubuh monyet,"Pada saat ini, para ilmuwan di AS tengah mempelajari bagaimana otak seekor monyet dapat mengontrol tubuh monyet lainnya.",0.0
903,Bullying,monyet nakal macem kamu,Disini Banyak monyet nakal. Macem lu,1.0
904,Bullying,mimpi tercyduk gara gara si monyet,Mimpi tercyduk gara gara si monyet,1.0
905,Bullying,eh nyet kalau kamu survey nya kandang monyet monyet yang menang,"Eh nyet... Kalo lu survey nya di kandang monyet, pasti monyet juga yg menang....",1.0
906,Non-bullying,monyet panda lucu,Monyet sama panda lucu mana?,0.0
907,Bullying,monyet ya begitu om nya yang culas orang yang dicela bodoh namanya begitu,"Monyet ya gitu om, dia nya yg culas, orang lain yg dicela bodoh, apa namanya gitu?",1.0
908,Bullying,yang monyet ky yang tanya,Yg jelas bukan buat monyet ky yg nanya,1.0
909,Bullying,nyettt monyet goblog,nyettt monyet goblog,1.0
910,Bullying,titid monyet kamu,Titid monyet lu,1.0
911,Bullying,pendapat otak mu monyet babi anjing kamu,Itu pendapat otak mu..monyet. babi. Anjing..kau..,1.0
912,Bullying,terbahak-bahak saya serius lucu sekali monyet,Ngakak gw serius lucu banget monyet!!!,1.0
913,Bullying,anjing tai babi monyet manusia goblok kesal guaaa weh pengen saya banting,Anjing tai babi monyet lah ini manusia goblok kesel guaaa Weh pengen gua banting rasanya,1.0
914,Bullying,si monyet dimenangkan kecurangan,Karena si monyet sudah dimenangkan dengan kecurangan..,1.0
915,Bullying,ngapain sih monyet,Ngapain sih monyet,1.0
916,Bullying,rusuh monyet wkwkwk,Rusuh monyet! Wkwkwk,1.0
917,Bullying,benci player sun kelakuan kaya monyet,Paling benci sama player sun kelakuan kaya monyet,1.0
918,Non-bullying,duit kantong pas cinta monyet,Mungkin itu duit yang selalu ada di kantong pas masih cinta monyet.,0.0
919,Bullying,tidak jelas kalau jadi monyet,Jangan gajelas kalo jd monyet,1.0
920,Bullying,tidak dikatain monyet kelakuan monyet,Gak mau dikatain monyet tapi kelakuan mirip monyet,1.0
921,Bullying,pengen artis sinetron tidak laku dandannya sudah heboh sekali mirip monyet didandani ribet,"Pengen jadi artis sinetron kagak laku, padahal dandannya udah heboh banget kayak monyet didandani ribet",1.0
922,Bullying,kamu monyet,lu monyet,1.0
923,Non-bullying,yaallah bagus btw salpok seprei monyet samaan kitaaaa,"yaAllah bagus. btw aku salpok ke seprei monyet, samaan kitaaaa",0.0
924,Bullying,monyet ya proses mah bgst,monyet ya proses lah dia mah bgst,1.0
925,Bullying,saya mandang fisik karena oke tahunya buriq ajg deh kamu monyet,"Gw kira dia Mandang fisik karna dia lebih oke lah taunya Buriq ajg, jauh jauh deh lu monyet.",1.0
926,Bullying,saja makhluk tolol mirip kamu heran pekara hoax nya tidak kamu nyadar tidak sih bodoh gambarnya seram,"Masih ada aja makhluk tolol kayak lo, heran. Bukan pekara hoax nya atau engga. Lo nyadar ga sih bego itu gambarnya serem?",1.0
927,Bullying,wooy monyet kamu tidak tahu kasih pisang sambal,"Wooy monyet lu gk tau diri, di kasih pisang minta sambel",1.0
928,Non-bullying,aku ikuti heart series monyet cantik saja yang ggs cjr nontonnya kadang saja,"Ak ngikutin heart series sama monyet cantik doang, yg ggs sama cjr nontonnya kadang' doang",0.0
929,Bullying,sudah makan tai belum kamu nyet monyet,"Udah makan tai blum lu nyet, monyet",1.0
930,Bullying,haha otak bodoh otak bodoh tukang makan tai anak monyet tukang sodomi hahaha,"Haha otak bodoh, otak bodoh, tukang makan tai, anak monyet, tukang sodomi, hahaha",1.0
931,Bullying,kamu monyet mnusia,Lu kan monyet bukan mnusia,1.0
932,Bullying,monyet kamu,Monyet lu!!!,1.0
933,Bullying,elu nyet kamu monyet,"itu elu nyet,lu monyet.",1.0
934,Non-bullying,shio mu babi monyet,Shio mu apa? Babi? Atau monyet?,0.0
935,Non-bullying,beli monyet seperti george di mana ya asyik kali ya monyet,Beli monyet kyk George dimana ya. Asik kali ya punya monyet.,0.0
936,Bullying,goblog pas sd sih polos sekali pas dibego begoin cinta monyet anj,Banyak goblog pas waktu sd sih. Polos banget pas dibego-begoin. Demi cinta monyet anj,1.0
937,Bullying,sapa monyet,TERUS SAPA MONYET,1.0
938,Bullying,monyet mondar mandir kerja dasar presiden sialan,Monyet mondar mandir juga kerja... Dasar presiden sialan...,1.0
939,Bullying,pantat monyet kadrun,Pantat monyet kadrun,1.0
940,Bullying,diam nyet have a nice day nyet dasar monyet,"diam nyet, have a nice day nyet, dasar monyet",1.0
941,Bullying,gosa ngegas nyet have a nice day nyet dasar monyet,"gosa ngegas nyet, have a nice day nyet, dasar monyet",1.0
942,Bullying,tidak monyet,Gak begitu dong monyet,1.0
943,Non-bullying,doger monyet es doger,Doger monyet itu apaan es doger ?,0.0
944,Bullying,kemasukan omongan kamu alias omongan monyet ya,kemasukan omongan lu alias omongan monyet ya?,1.0
945,Non-bullying,halus penginnya ludahi muka gus munafik bilang binatang kamu anjing babi monyet dan lain lain sudah terwakili didalamnya,"masih halus.. Penginnya ludahi muka Gus Munafik sambil bilang 'Binatang Kau..!' (Anjing, Babi, Monyet, dll sdh terwakili didalamnya)",0.0
946,Bullying,bacot kamu monyet barbar,"Bacot lu,monyet barbar.",1.0
947,Bullying,susah kalau bicara ama jembut monyet mulut kaya bol yang tai tidak ingat ama janji kamu yang kemarin dasar munafik kamu peler kuda ucapan tidak dipegang,susah klo ngomong ama JEMBUT MONYET...... mulut kaya BOL yg keluar cuma tai.... GK INGET AMA JANJI LO YG KEMAREN..... dasar munafik lo PELER KUDA.... UCAPAN KOK GK BISA DIPEGANG,1.0
948,Bullying,bahasa inggrisnya anjing ya kunyuk kamu,Bahasa inggrisnya anjing ya kunyuk apa lo!,1.0
949,Bullying,anjing ni akun kamu ngapain si nge share dasar otak miskin,Memang anjing ni akun ...lu ngapain si nge-share begini… dasar otak miskin,1.0
950,Bullying,hyukjae bgst otak saya traveling ke mana ye kunyuk dikasih emot begituan,"Hyukjae bgst, otak gue traveling kemana-mana ye kunyuk segala dikasih emot begituan juga.",1.0
951,Bullying,bajingan u pagi2 teriak pengen saya tabokin itu mulut2 tidak sanggup hidup dengan manusia2 aneh seperti,Bajingan u semua! Pagi2 teriak. Pengen gw tabokin tu mulut2 kalian. Semakin tdk sanggup hidup dngn manusia2 aneh spt kalian!!,1.0
952,Bullying,mampus kamu perek duri2x dunia bajingan eneg habis,"mampus loe perek itulah duri2x dunia  ,bajingan mana pun pasti akan eneg abis",1.0
953,Bullying,kamu dasar bajingan tidak dipercaya omongannya,lu DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...,1.0
954,Bullying,grup kamu so asyik najis isinya cabe hahaha bajingan,grup lu so asik najis. Mana isinya cabe semua hahaha bajingan..,1.0
955,Bullying,cowok jaman tuh bajingan,Cowok jaman sekarang tuh BAJINGAN !!,1.0
956,Bullying,bajingan,wah BAJINGAN,1.0
957,Bullying,btp tidak kelebihan kecuali pemimpin yang suka kotor tai bajingan keparat anjink dan lain lain memalukan,"btp gak punya kelebihan, kecuali pemimpin yg suka berkata kotor Tai,, bajingan,keparat..., anjink,,, dll Memalukan",1.0
958,Bullying,intinya kamu kaya bajingan,Intinya lo itu kaya bajingan!!!,1.0
959,Bullying,bajingan subuh dapat chat orang lagi ngedumel gara tanda nya tidak ketik,Bajingan subuh' dapet chat orang lgi ngedumel gara' tanda tanya nya gak bisa di ketik,1.0
960,Bullying,sudah tahu bangsat sudah tahu brengsek sudah tahu bajingan tetap saja,"Udah tau bangsat, udh tau brengsek, udh tau bajingan. Tapi tetep aja",1.0
961,Bullying,bajingan berasa bajingan,BAJINGAN MEMANG !!! SEMUA BERASA BAJINGAN !!!,1.0
962,Bullying,saya tidak balikkan saya laku orang yang kamu kamu melebihi bajingan,Gue ga akan pernah mau balikan! Gue masih laku! Dan masih banyak orang yg lebih baik dari lo! Lo itu melebihi bajingan!,1.0
963,Bullying,banggakan polisi bajingan bajingan,Apa yang harus di banggakan dari polisi ??? Mereka sama seperti kami bajingan bahkan mereka lebih bajingan,1.0
964,Bullying,hah ngechat hanya bilang bajingan sekali hidup kamu,Hah ngechat cuman bilang seperti itu? bajingan banget hidup loe,1.0
965,Bullying,kamu anak kok ajarin pakai baju kaya pelacur gimana si elu bajingan sekali kamu endut,"lu punya anak koq ajarin pake baju kaya pelacur,? Gimana si elu! Bajingan banget lu endut!",1.0
966,Bullying,kamu idiot tetapi kamu bajingan anjing taik babi nenek kamu kakek kamu ayah kamu nyokap kamu anjing,lu bukan cuma idiot tp lu ini pun bajingan anjing taik babi nenek lu kakek lu bokap lu nyokap lu anjing semua,1.0
967,Bullying,yang loh bajingan nya sial,YG ATAS ITU LOH BAJINGAN SEMUA TIGA TIGA NYA SIAL,1.0
968,Bullying,dasar bajingan,Dasar Bajingan!,1.0
969,Bullying,muka nipu yaa muka polos bajingan hhhh,"Muka nipu yaa, muka polos ternyata bajingan hhhh",1.0
970,Bullying,cocok ko bajingan,Kalian cocok ko :) sama sama bajingan !!,1.0
971,Bullying,anjing bajingan bangsat seri we goblog tai,Anjing bajingan bangsat seri we goblog tai,1.0
972,Bullying,kiper bajingan,Kiper bajingan!,1.0
973,Bullying,berkuasa orang2 keparat bajingan hancuuurrrr,"YANG BERKUASA ORANG2 KEPARAT BAJINGAN SEMUA....,HANCUUURRRR",1.0
974,Bullying,bajingan sampeyan,BAJINGAN SAMPEYAN,1.0
975,Bullying,bajingan wasitnya ckckckck,Mulai bajingan wasitnya ckckckck,1.0
976,Bullying,fpi isinya orang bajingan tetapi pengecut,Fpi isinya org bajingan tp pengecut semua....,1.0
977,Bullying,lonte bajingan,LONTE BAJINGAN !!!,1.0
978,Bullying,dasar bajingan hilang kepercayaan berkat kamu sial,Dasar bajingan. Hilang kepercayaan aku berkat kau sial,1.0
979,Bullying,dsar wanita pelacur pembhong ingkar janji pendusta bajingan,Dsar wanita pelacur pembhong ingkar janji pendusta besar bajingan,1.0
980,Bullying,bandit tua bajingan tengik cahaya kian meredup kuasa menahan beban hidupnya,"Dia hanya bandit tua, bajingan tengik, dia hanya cahaya yang kian meredup, dan tak kuasa menahan beban hidupnya sendiri.",1.0
981,Bullying,amin bajingan bajigur dasar biji,Amin bajingan bajigur. Dasar biji,1.0
982,Bullying,dasar bajingan gub wagub dki sekarang,Dasar bajingan... gub wagub dki skr,1.0
983,Bullying,maaf habis bikin ulah hina ulama mas bodoh bajingan bangsat kamu,"Minta maaf habis itu bikin ulah lagi hina ulama mas bego bajingan, bangsat kau",1.0
984,Bullying,bajingan munafik memang harus kapok persekusi cikupa tidak terbukti mesum ditelanjangin,"Bajingan munafik begini emg hrs dibuat kapok. Ingat kasus persekusi Cikupa, gak terbukti mesum tetap ditelanjangin!",1.0
985,Bullying,habis kesambet kamu sok bijak dasar tai nama kamu bagus tetapi sifat kamu bajingan,"Habis kesambet lu sok bijak. Dasar tai,nama lu bagus tp sifat lu bajingan",1.0
986,Bullying,bajingan goblog,Bajingan Goblog!,1.0
987,Bullying,bedain bajingan yang nangkap bajingan tidak goblok kamu cok,Bisa bedain bajingan sama yg nangkap bajingan gak ?? Goblok amat lu cok,1.0
988,Bullying,bajingan bolt koneksi kencang mesti restart jam,bajingan bolt hari ini.. koneksi kenceng tapi mesti restart tiap setengah jam....,1.0
989,Bullying,luhut si muka bajingan sekarang perusahaany banyak duit dari mana,Luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia,1.0
990,Bullying,luhut muka bajingan tengik perusahaanya banyak sekarang duitny dari mana yaaaa,Wah luhut ini muka bajingan tengik perusahaanya bnyk skrng duitny dr mn yaaaa,1.0
991,Bullying,ahhhh bajingan kontol asu sing asu ki koe sak bojomu sing bosok ki koe sak bojomu,"Ahhhh bajingan, kontol, asu, sing asu ki koe! Sak bojomu! Sing bosok ki koe sak bojomu.",1.0
992,Bullying,tim kontoollll anjeeeeng bajingan memek bangsaaat,TIM KONTOOLLLL ANJEEEENG BAJINGAN MEMEK BANGSAAAT,1.0
993,Bullying,nyinyir dasar bajingan,Cuma bisa nyinyir...dasar bajingan,1.0
994,Bullying,hahahahahahahahahaha bajingan kamu,HAHAHAHAHAHAHAHAHAHA BAJINGAN LO,1.0
995,Bullying,dasar bajingan lemah,Dasar bajingan lemah,1.0
996,Bullying,kalau bajingan mesum pengecut,Kalo itu bajingan mesum pengecut,1.0
997,Bullying,bacot busuk eh tolol tidak yang memggunakan bus cok mobilisasi pakai bak terbuka motor,"Bacot busuk eh tolol gak ada yg memggunakan bus cok, mobilisasi pakai bak terbuka dan motor",1.0
998,Bullying,kejahatan biadab mengeroyok membunuh orang berkurang bajingan biadab,"Tidak membuat kejahatan biadab, mengeroyok dan membunuh orang menjadi berkurang. Tetap bajingan biadab!",1.0
999,Bullying,mamakmu pelacur bajingan kamu buktikan kamu anak pelacur bajingan,Mamakmu pelacur bajingan. Jadi kau harus buktikan kalau kau bukan anak pelacur bajingan. Bagaimana?,1.0
1000,Bullying,memang dasar bajingan tahu malu loo,Emang dasar bajingan enggak tau malu loo,1.0
1001,Bullying,fuck ustad bajingan sialan,fuck..benar!! ustad bajingan!! sialan!!,1.0
1002,Bullying,halah kontol jembut asu bajingan,Halah kontol jembut asu bajingan,1.0
1003,Bullying,berhenti anak biadab geser anak bajingan,Berhenti jadi anak biadab agar bisa geser ke anak bajingan,1.0
1004,Bullying,tidak mukul kali dasar manusia jenis kamu mbak seandainya keluarga saudara nya gituin goblok kamu bajingan kamu menghargai orang,"Gak usah mukul juga kali, dasar manusia jenis apa kau mbak, seandainya keluarga atau saudara nya di gituin apa mau goblok kau Bajingan kau tidak bisa menghargai orang lain",1.0
1005,Bullying,bajingan memang,Bajingan emang,1.0
1006,Bullying,ya memang kalau tidak brengsek ya bajingan tidak ada bedanya berseragam swasta saja anjeeeng,Ya emang kalo ga brengsek ya bajingan gaada bedanya semua mau yang berseragam mau yang swasta sama aja anjeeeng,1.0
1007,Bullying,bajingan wkwkwk,depan belakang sama-sama bajingan wkwkwk,1.0
1008,Bullying,benar-benar bajingan bangsattt setan anjing babiiiiii keboo iblisssss duuhhhh pengen gueh kunyaaah anak² setan ituuuu,"Bener2 bajingan, bangsattt, setan, anjing, babiiiiii, keboo iblisssss duuhhhh pengen gueh kunyaaah anak² setan ituuuu",1.0
1009,Bullying,anggap anjing iya anjing asu asu ndhasmu bajingan,"Anggap saja mereka anjing, iya anjing itu asu, asu itu ndhasmu. Bajingan kok",1.0
1010,Bullying,si bangsat lagi mancing memang bajingan itu orang,"Si bangsat lg mancing, emang bajingan tu orang.",1.0
1011,Bullying,pengendara bangsat bajingan,"Pengendara bangsat, bajingan !",1.0
1012,Bullying,bajingan ajg haha,bajingan ajg haha,1.0
1013,Bullying,anak bajingan ajar kamu mending tidak punya anak,Anak bajingan! kurang ajar lu! mending saya gapunya anak sama sekalian.,1.0
1014,Bullying,_ asu bajingan celeng,_ Asu bajingan celeng,1.0
1015,Bullying,bajingan asu pantek benci sekali cowok,Bajingan asu pantek benci banget sama cowok!!!!,1.0
1016,Bullying,anak bajingan,Anak bajingan ini,1.0
1017,Bullying,memang nya asu malu,Emang nya dua ASU itu punya malu...???,1.0
1018,Bullying,asu terbahak-bahak,Asu ngakak,1.0
1019,Bullying,kontol asu,Kontol asu,1.0
1020,Bullying,takut dibegal asu,Takut dibegal asu,1.0
1021,Bullying,anak asu,Anak asu,1.0
1022,Bullying,bgst orang yang ngutang saya terbawa sampai mimpi tidak bayar asu,"Bgst orang yg ngutang sama gua kebawa sampe mimpi,mana gk bayar juga lagi asu",1.0
1023,Bullying,dih sokan sangat jadi cowok pala kamu tidak sama cewek bukan tidak kamu saja yang maruk asu,"dih sokan bgt jd cowok. pala lo ga cukup sm satu cewek, itu bkn ga cukup, lo aja yg maruk asu.",1.0
1024,Bullying,bjir ya orang kek begitu tolol asu maju,"bjir ada ya orang kek gitu, tolol asu sini maju",1.0
1025,Bullying,bangsat kamu,bangsat lu,1.0
1026,Bullying,sudah dikasih hati baikin nusuk bangsat memang ya,Udah dikasih hati di baik-baikin malah nusuk dari belakang. Bangsat emang ya !!!,1.0
1027,Bullying,menyalak lagi woi bangsat,Menyalak apa lg woi bangsat,1.0
